circRNA_ID	PValue	FDR
3596	chr12:8236971|8238749	0.0118417157804	1
3597	chr3:186582716|186583976	1	1
3598	chr10:3499184|3502505	1	1
3599	chr7:105569407|105591391	1	1
3600	chr7:102306721|102308906	1	1
3601	chr11:128210537|128211719	0.0009775817975	1
3602	chrX:8796268|8800209	1	1
3603	chr7:16278129|16406337	1	1
3604	chr2:230992334|230995385	1	1
3605	chr4:143912540|143973251	1	1
3606	chr12:57582602|57582861	1	1
3607	chr11:69078482|69078793	1	1
3608	chr14:35402771|35403798	1	1
3609	chr6:38684374|38686974	1	1
3610	chr3:179414885|179420927	0.0104847715994	1
3611	chr9:84702348|84727959	1	1
3612	chr6:137156759|137158482	1	1
3613	chr1:169606943|169613114	0.00623389628428	1
3614	chr12:49666127|49668554	1	1
3615	chr11:47175182|47175923	1	1
3616	chr10:79942763|79946662	1	1
3617	chr17:44084555|44091492	1	1
3618	chr4:3518871|3525051	1	1
3619	chr16:7607285|7676838	1	1
3620	chr16:1941029|1941405	0.00334584505712	1
3621	chr5:98093400|98160792	1	1
3622	chr2:234058836|234066587	1	1
3623	chr7:56021073|56031977	1	1
3624	chr14:45183774|45187887	1	1
3625	chr15:48241515|48247016	0.00301364707	1
3626	chr19:652826|663185	1	1
3627	chr17:35103454|35107122	1	1
3628	chr11:5268370|5270156	1	1
3629	chr16:3549142|3561788	1	1
3630	chr9:136432479|136434134	1	1
3631	chr19:10547189|10549034	0.00411574875118	1
3632	chr12:132572527|132574348	1	1
3633	chr2:15604437|15613284	0.00346423211481	1
3634	chr2:9344731|9368519	1	1
3635	chr7:124940280|125020413	1	1
3636	chr16:66786014|66791019	1	1
3637	chr9:85175476|85182840	1	1
3638	chr2:19946461|19962327	1	1
3639	chr10:79611803|79612431	1	1
3640	chr1:32224034|32228609	1	1
3641	chr11:33098690|33103184	1	1
3642	chr1:241555612|241566612	1	1
3643	chr9:90507258|90508941	1	1
3644	chr16:88647101|88648114	1	1
3645	chr12:8922657|8934012	1	1
3646	chr17:7579891|7580585	0.000192509650403	1
3647	chr8:80002999|80028796	0.00149769765224	1
3648	chr15:72712244|72722847	1	1
3649	chr9:73154198|73158601	1	1
3650	chr3:40248184|40301396	1	1
3651	chr1:116120932|116124357	1	1
3652	chr12:112130511|112134873	1	1
3653	chr19:10636662|10637929	1	1
3654	chr12:55362975|55363882	1	1
3655	chr20:17508889|17524908	1	1
3656	chr14:73297211|73355766	1	1
3657	chr17:41568508|41570220	1	1
3658	chr9:69227765|69230232	1	1
3659	chr10:93503113|93517248	1	1
3660	chr16:686068|687879	1	1
3661	chr15:74721414|74721717	1	1
3662	chr5:154799591|154803413	1	1
3663	chr9:123365917|123367686	1	1
3664	chr1:44828506|44829533	1	1
3665	chr19:12001774|12074157	1	1
3666	chr2:218693240|218693821	1	1
3667	chr5:97171206|97177848	1	1
3668	chr10:90917732|90919268	1	1
3669	chr15:43775722|43796227	0.00028060876139	1
3670	chr5:36260780|36265520	0.00163700060582	1
3671	chr6:149369909|149397764	1	1
3672	chr19:41756600|41761527	0.665292072573	1
3673	chr2:69371310|69374113	1	1
3674	chr7:99772590|99778080	1	1
3675	chr16:32618733|32620904	1	1
3676	chr14:105488471|105489625	1	1
3677	chr13:74551180|74552903	0.00686799625686	1
3678	chr14:89971175|89985210	1	1
3679	chrX:149498107|149501037	1	1
3680	chr19:45499949|45500561	1	1
3681	chr19:44623707|44627573	0.552167843788	1
3682	chr16:30959091|30963554	1	1
3683	chr11:102606535|102607040	1	1
3684	chr17:64485728|64493021	1	1
3685	chr4:95242429|95278362	1	1
3686	chr1:230916193|230920594	1	1
3687	chr10:10946512|10947556	1	1
3688	chr1:91962718|91964764	1	1
3689	chrX:53403566|53405956	1	1
3690	chr1:74710098|74714630	1	1
3691	chr18:36652570|36693423	1	1
3692	chr11:117910707|117914514	1	1
3693	chr1:91949638|91957600	1	1
3694	chr3:46811106|46811873	0.000605813779797	1
3695	chr3:115852483|116019640	0.00148644482579	1
3696	chr2:111982842|112001286	0.562013613159	1
3697	chr6:109447681|109449783	1	1
3698	chr3:50057728|50061547	1	1
3699	chr19:19526182|19527352	0.000572205128172	1
3700	chr2:219492111|219492753	1	1
3701	chr5:138164714|138168688	1	1
3702	chr15:47241240|47412472	1	1
3703	chr13:75566695|75569507	0.0012648663335	1
3704	chr12:106639332|106682054	1	1
3705	chr14:70597618|70633858	0.00313942446047	1
3706	chr3:197104903|197136678	1	1
3707	chr3:187726731|187731930	1	1
3708	chr8:19844076|19845797	1	1
3709	chr4:98391952|98417498	0.00247411335305	1
3710	chr6:36131271|36132679	1	1
3711	chr14:51998494|51999796	1	1
3712	chr17:74999504|75001489	1	1
3713	chr5:178988935|178991559	1	1
3714	chr20:35631268|35632025	1	1
3715	chr13:52627438|52632494	1	1
3716	chr14:90923113|90978524	1	1
3717	chr12:76769073|76797537	1	1
3718	chr6:149572507|149580723	0.0126661303758	1
3719	chr8:70141179|70170379	1	1
3720	chr2:238140685|238145832	1	1
3721	chr5:74308121|74320846	1	1
3722	chr4:111902033|111927360	1	1
3723	chr6:52276268|52277688	0.00022506174547	1
3724	chr4:75355318|75358170	1	1
3725	chr5:62398429|62402122	1	1
3726	chr11:46680205|46681109	1	1
3727	chrX:147929948|147932763	1	1
3728	chr7:127598435|127598594	1	1
3729	chr14:103955664|103963176	1	1
3730	chr8:62746932|62747129	1	1
3731	chr22:19383620|19392214	1	1
3732	chr1:12022833|12029894	1	1
3733	chr11:9846956|9858396	1	1
3734	chr12:48204423|48222060	0.784289956516	1
3735	chr20:6009775|6015490	1	1
3736	chr19:46782383|46784559	1	1
3737	chrX:23674990|23679287	1	1
3738	chr19:47480298|47483215	1	1
3739	chr2:218266064|218267613	0.0214469238511	1
3740	chr15:89649741|89652954	1	1
3741	chr11:79148710|79215909	1	1
3742	chr10:98255577|98258164	1	1
3743	chr2:21023525|21029785	1	1
3744	chr8:103299956|103318786	0.00084902894909	1
3745	chr11:106809993|106978740	1	1
3746	chrX:47584936|47585331	1	1
3747	chr15:40336760|40337446	1	1
3748	chr1:110378853|110382966	1	1
3749	chr5:132487926|132489483	1	1
3750	chr19:49003279|49004418	1	1
3751	chr3:128795360|128798069	9.35197341789e-09	0.000114066019778004
3752	chr6:99526064|99531536	1	1
3753	chr19:52308667|52325895	1	1
3754	chr19:47977373|47980941	0.0146678785096	1
3755	chr5:143056028|143134105	1	1
3756	chr2:43789633|43796795	1	1
3757	chr3:149153494|149158846	1	1
3758	chr9:109243618|109255680	1	1
3759	chr20:62807273|62808325	0.00154636566081	1
3760	chr3:14714007|14715409	0.00193477470288	1
3761	chr12:111789823|111792163	1	1
3762	chr6:137203499|137207077	1	1
3763	chr21:36057384|36058924	1	1
3764	chr8:103426056|103432741	1	1
3765	chr1:173534484|173554814	0.00137032717952	1
3766	chr20:44118505|44160407	1	1
3767	chr5:154858639|154870822	1	1
3768	chr19:43554646|43575002	1	1
3769	chr3:191276807|191278170	1	1
3770	chr22:26305979|26340632	1	1
3771	chr16:50884482|50884741	1	1
3772	chr12:82965024|82986046	0.00125037227079	1
3773	chr6:130060036|130078634	1	1
3774	chr11:134258515|134261179	1	1
3775	chr7:20028919|20045561	1	1
3776	chr2:230059094|230068907	0.00289651597665	1
3777	chr17:63578470|63579448	1	1
3778	chr1:19894368|19897662	1	1
3779	chr15:65877332|65877955	1	1
3780	chr12:109287844|109290286	0.00140945031065	1
3781	chr5:80074265|80075370	1	1
3782	chr10:103897548|103899000	1	1
3783	chr17:75849604|75851676	1	1
3784	chr19:14550383|14554318	1	1
3785	chr8:38226029|38231695	1	1
3786	chr5:35957188|36064350	1	1
3787	chr3:125560379|125576365	0.790468046709	1
3788	chr19:55368483|55368941	1	1
3789	chr14:102194938|102197847	1	1
3790	chr19:56601507|56684371	1	1
3791	chr7:125184569|125186492	1	1
3792	chr3:125002257|125010555	1	1
3793	chr5:139278327|139314736	1	1
3794	chr4:42238694|42259882	1	1
3795	chr19:6590841|6592575	1	1
3796	chr20:7183343|7249849	0.117669056311	1
3797	chr12:132567481|132572622	1	1
3798	chr4:60788334|60790120	1	1
3799	chr18:14877611|14877931	0.0477718929055	1
3800	chr4:138180641|138219365	1	1
3801	chr12:49296716|49303892	0.00104556554363	1
3802	chr19:10017057|10018910	1	1
3803	chr13:72734960|72743602	1	1
3804	chr9:132648189|132651116	1	1
3805	chr1:7785441|7794008	1	1
3806	chrX:31147275|31169601	1	1
3807	chr2:24691481|24711111	1	1
3808	chr6:117573467|117577471	1	1
3809	chr14:87963384|87976488	1	1
3810	chr3:124809022|124821474	1	1
3811	chr3:54038431|54053338	1	1
3812	chr22:29528078|29531963	1	1
3813	chr4:38986336|38998909	1	1
3814	chr22:49920156|49922707	1	1
3815	chr2:102164774|102171918	1	1
3816	chrX:43279841|43405066	1	1
3817	chr10:27262957|27279279	1	1
3818	chr6:150389352|150392504	1	1
3819	chr2:130045357|130049412	0.00126860674638	1
3820	chr7:99339858|99354121	1	1
3821	chr7:88210882|88217191	0.00286216127623	1
3822	chr19:46173934|46179537	1	1
3823	chr16:75631693|75636098	1	1
3824	chr6:158413065|158461729	1	1
3825	chr7:102375823|102396537	1	1
3826	chr7:73573320|73574055	1	1
3827	chr19:53251536|53253156	1	1
3828	chr22:43928824|43937272	1	1
3829	chr4:46390885|46485868	1	1
3830	chr9:69375736|69383759	0.00136839081649	1
3831	chr13:27190622|27207367	1	1
3832	chrX:48575561|48576419	1	1
3833	chr10:80081841|80082204	0.0163706627842	1
3834	chr3:170498667|170501345	1	1
3835	chr12:10701960|10704148	1	1
3836	chr11:43754046|43816391	1	1
3837	chr13:31774620|31786454	0.00650981818346	1
3838	chr3:42525887|42530932	1	1
3839	chr2:206694766|206704943	1	1
3840	chr7:54334228|54339220	1	1
3841	chrX:106625090|106633252	1	1
3842	chr9:133104263|133108406	1	1
3843	chr6:104784086|104796756	1	1
3844	chr4:185374319|185377018	1	1
3845	chr11:10042844|10193987	1	1
3846	chr7:34728737|34761191	1	1
3847	chr6:43024985|43027252	1	1
3848	chr12:26913457|26917441	1	1
3849	chr13:77828192|77833427	1	1
3850	chr11:82839261|82853278	1	1
3851	chr9:98371464|98406141	1	1
3852	chr19:47150202|47155213	1	1
3853	chr16:1438619|1439126	1	1
3854	chr18:31626999|31658089	1	1
3855	chr11:16794910|16803052	1	1
3856	chr8:19439830|19601865	1	1
3857	chr1:16550701|16552531	0.475725085362	1
3858	chr2:27373861|27375153	1	1
3859	chr8:89769772|89780160	1	1
3860	chr4:99885542|99892034	1	1
3861	chrX:109395341|109409168	1	1
3862	chr15:45364797|45369521	1	1
3863	chr4:23120320|23121561	1	1
3864	chr8:119842776|119850516	1	1
3865	chr1:238276037|238325833	1	1
3866	chr12:107744543|107754109	1	1
3867	chr4:77744718|77773166	1	1
3868	chr14:69768138|69768674	1	1
3869	chr15:40410628|40413087	1	1
3870	chr5:36117735|36136519	1	1
3871	chr18:58812482|58814074	0.00202671589127	1
3872	chr5:127524531|127533786	1	1
3873	chrX:64920081|64921988	1	1
3874	chr1:48198076|48206051	1	1
3875	chr7:130184184|130202091	1	1
3876	chr16:1314293|1315726	0.000187094517104	1
3877	chr21:39405914|39426034	1	1
3878	chr16:19733698|19764112	1	1
3879	chrX:48901190|48902042	1	1
3880	chr2:70165528|70179642	1	1
3881	chr6:3298091|3324002	0.00131774738233	1
3882	chr12:69812778|69813033	1	1
3883	chr7:100337447|100338264	1	1
3884	chr19:38390299|38394476	1	1
3885	chr1:20654223|20655779	1	1
3886	chr12:119116937|119122120	1	1
3887	chr16:66850541|66852867	1	1
3888	chr19:49115260|49116472	9.8176630609e-05	1
3889	chr19:48620515|48627841	1	1
3890	chr15:58898803|58913696	1	1
3891	chr11:72192166|72195459	1	1
3892	chr2:25951789|25955663	1	1
3893	chr12:26928205|26928905	1	1
3894	chr3:108206628|108218653	1	1
3895	chr12:121899634|121903107	1	1
3896	chr3:132726361|132727582	1	1
3897	chr13:19568679|19570288	1	1
3898	chr20:21612548|21615527	1	1
3899	chr20:440248|445130	1	1
3900	chr19:47493119|47500749	1	1
3901	chr9:128789874|128791693	1	1
3902	chr4:109817936|109819060	1	1
3903	chr19:46730732|46738237	1	1
3904	chr19:55303667|55305369	1	1
3905	chr21:46221854|46227690	1	1
3906	chr13:59134090|59138250	5.28649387534e-05	0.640088678426167
3907	chr1:160237135|160278191	1	1
3908	chr16:66850541|66851558	1	1
3909	chr9:35076724|35078736	1	1
3910	chr12:50104574|50106426	1	1
3911	chr8:120575086|120575225	1	1
3912	chr19:49854406|49854734	1	1
3913	chr11:74936884|74945085	0.0072180558144	1
3914	chr12:11434992|11486151	1	1
3915	chr19:4475445|4491682	1	1
3916	chr2:77839769|77939886	1	1
3917	chr12:39683415|39692112	1	1
3918	chr17:29618790|29621484	1	1
3919	chr5:181199095|181200081	1	1
3920	chr3:159990167|159993125	0.00411812817243	1
3921	chr15:86296833|86312382	1	1
3922	chr17:4742331|4744107	1	1
3923	chr7:150466671|150470874	0.85785418383	1
3924	chr12:64832119|64843485	1	1
3925	chr1:45347918|45421846	1	1
3926	chr5:53783967|53785144	0.00330994532518	1
3927	chr3:52231444|52232122	1	1
3928	chr17:42021564|42022640	0.00227400545517	1
3929	chr22:29822335|29825257	1	1
3930	chr2:96019201|96021233	1	1
3931	chr15:62762272|62771134	1	1
3932	chr9:132651075|132659780	1	1
3933	chr6:34247467|34247864	0.937846910111	1
3934	chr8:23434317|23435477	1	1
3935	chr3:141666780|141686017	1	1
3936	chr2:100566503|100569021	1	1
3937	chr10:11956320|11967454	0.00458278818853	1
3938	chr19:56390375|56391832	1	1
3939	chr18:23504371|23508041	1	1
3940	chr18:37275645|37275981	1	1
3941	chr17:80139021|80141381	1	1
3942	chr13:99858861|99866407	1	1
3943	chr11:34646439|34651805	1	1
3944	chr10:10946025|10946600	1	1
3945	chr1:40673316|40681550	1	1
3946	chr17:76627067|76629711	1	1
3947	chr21:26932861|26943547	1	1
3948	chr3:196247367|196270541	1	1
3949	chr1:111760474|111761284	1	1
3950	chr13:28712680|28718022	1	1
3951	chr3:53342144|53344936	1	1
3952	chr3:52823823|52826651	1	1
3953	chr16:29806978|29808293	0.558091091833	1
3954	chr1:67425083|67426285	0.299032078224	1
3955	chr11:64242384|64243311	0.00301548933095	1
3956	chr9:94498056|94502641	1	1
3957	chr3:11017843|11018698	1	1
3958	chr11:71999617|72000557	1	1
3959	chr7:134158035|134177063	1	1
3960	chr1:21715389|21729832	1	1
3961	chr8:37765526|37765746	1	1
3962	chr10:97744729|97750470	1	1
3963	chr19:57701238|57704979	1	1
3964	chr16:9447909|9449824	1	1
3965	chr3:122545432|122556121	1	1
3966	chr1:165482349|165501627	1	1
3967	chr15:50300789|50304133	1	1
3968	chr17:70022079|70053719	1	1
3969	chr19:52123923|52130588	1	1
3970	chr22:37310988|37311527	1	1
3971	chr11:893427|900980	1	1
3972	chr12:71689591|71696573	1	1
3973	chr20:49025313|49028668	1	1
3974	chr5:55649207|55669620	1	1
3975	chr17:74703035|74704816	1	1
3976	chr9:126690836|126693323	1	1
3977	chr11:62853801|62855216	1	1
3978	chr12:102419509|102475799	1	1
3979	chrY:14622009|14723269	1	1
3980	chr1:39231182|39250103	1	1
3981	chr7:54757495|54759334	1	1
3982	chr14:22974839|22976518	1	1
3983	chr8:144105640|144105997	1	1
3984	chr5:157049038|157052654	0.000727227345897	1
3985	chr14:94598090|94615084	1	1
3986	chr7:112458861|112461916	0.0252878998778	1
3987	chr22:36201700|36202055	1	1
3988	chrX:21737549|21754302	1	1
3989	chr2:157774088|157799500	1	1
3990	chr12:111733923|111746284	1	1
3991	chr1:224033473|224035056	1	1
3992	chr17:81714965|81716050	1	1
3993	chr17:82893547|82909307	1	1
3994	chr12:133144434|133151154	0.543227614106	1
3995	chr19:10139676|10142220	1	1
3996	chr7:100861737|100862827	1	1
3997	chr8:116726016|116734324	1	1
3998	chr20:45801074|45805366	1	1
3999	chr22:27910964|27914347	1	1
4000	chr5:50665901|50668125	1	1
4001	chr17:59731421|59735473	1	1
4002	chr2:209969768|209973270	1	1
4003	chr11:61532989|61546255	0.000112177469945	1
4004	chr10:17161483|17174660	1	1
4005	chr20:21706438|21708700	1	1
4006	chr22:39520178|39522683	1	1
4007	chr4:83431664|83440008	1	1
4008	chr8:60781000|60862336	1	1
4009	chr19:1399128|1399587	1	1
4010	chr8:96246307|96257114	1	1
4011	chr14:77196071|77213508	1	1
4012	chr1:151344728|151346333	1	1
4013	chr9:35556308|35558567	1	1
4014	chr13:113344863|113350973	0.0160370589902	1
4015	chr11:123642446|123642671	0.00409417727639	1
4016	chr22:19507766|19515048	1	1
4017	chr11:124624931|124625903	1	1
4018	chr19:3113330|3115072	1	1
4019	chr17:19705436|19708760	1	1
4020	chr20:18433652|18443464	1	1
4021	chr4:113515069|113661772	1	1
4022	chr1:20318424|20330382	1	1
4023	chr1:36091244|36092522	1	1
4024	chr11:18007941|18010139	0.00112847028041	1
4025	chr12:57694706|57695843	1	1
4026	chr11:118059117|118059533	1	1
4027	chr15:72304746|72320702	0.00220840073474	1
4028	chr6:122422718|122423686	1	1
4029	chr6:41336087|41341929	1	1
4030	chr11:83206058|83225055	1	1
4031	chr6:132814732|132815088	1	1
4032	chr7:100485228|100489666	1	1
4033	chr1:11709275|11711965	1.07101005842e-09	1.30802458434835e-05
4034	chr10:74126148|74136803	1	1
4035	chr21:16231056|16391685	1	1
4036	chr6:158707230|158718211	1	1
4037	chr10:43158715|43160595	1	1
4038	chr9:128832291|128835667	0.449448978941	1
4039	chr5:112266233|112280323	1	1
4040	chr3:46754488|46756198	0.000595698163419	1
4041	chr2:186743483|186751304	1	1
4042	chr6:44961753|45014891	1	1
4043	chr20:24971460|24978882	1	1
4044	chr3:23956037|23959815	1	1
4045	chr3:180751348|180847624	0.000112293434509	1
4046	chr12:50655011|50671398	1	1
4047	chr20:10190057|10196937	1	1
4048	chr8:26626617|26627295	1	1
4049	chr22:17504847|17538557	1	1
4050	chr4:13371795|13479526	0.00845193650282	1
4051	chr14:73884101|73896534	0.00188449238471	1
4052	chr12:119672301|119674454	1	1
4053	chr19:36574821|36593931	1	1
4054	chr2:158313756|158340393	0.000893266908569	1
4055	chr11:122764298|122764874	1	1
4056	chr1:43451798|43452319	1	1
4057	chr15:80120328|80121820	1	1
4058	chr1:183515874|183526767	1	1
4059	chr4:184766622|184773154	0.000195932591743	1
4060	chr3:28351574|28390617	1	1
4061	chr1:85026172|85032956	1	1
4062	chr11:113334948|113350165	1	1
4063	chr7:47481103|47529147	0.00127047445393	1
4064	chr1:212872678|212888001	1	1
4065	chr2:240575030|240576765	1	1
4066	chr1:119940555|119953688	1	1
4067	chr12:75343693|75347722	1	1
4068	chr13:30939694|30969046	1	1
4069	chr2:85625539|85637436	1	1
4070	chrX:44538467|44542101	1	1
4071	chr20:1319590|1392881	1	1
4072	chr6:43850096|43851886	0.00316145270609	1
4073	chr7:44111507|44112321	1	1
4074	chr19:45784641|45785713	1	1
4075	chr5:36271253|36301623	0.00594966180762	1
4076	chr20:37571894|37577439	1	1
4077	chr2:218921690|218927254	1.8711071329e-06	0.0227414360932666
4078	chr16:53454656|53464363	0.00215386361638	1
4079	chrX:17103718|17133907	1	1
4080	chr2:25131750|25137502	1	1
4081	chr10:133459021|133465174	1	1
4082	chr22:21653342|21658462	1	1
4083	chr20:57514592|57519377	0.98350116914	1
4084	chr12:20715139|20723254	1	1
4085	chr12:49563001|49564895	0.0150631185244	1
4086	chr5:142860002|142868089	1	1
4087	chr19:16555152|16568169	1	1
4088	chr6:4891713|4937737	1	1
4089	chr2:219280578|219282929	0.000964454178003	1
4090	chr4:116887054|116896803	1.69864122768e-14	2.08202455276738e-10
4091	chr10:35483404|35530030	1	1
4092	chr22:37001837|37004025	1	1
4093	chr1:179889313|179904022	0.0163706523398	1
4094	chr17:49705124|49705896	1	1
4095	chr6:5001094|5002245	1	1
4096	chr8:27608938|27610600	1	1
4097	chr3:179598675|179601790	1	1
4098	chr13:49174435|49187190	1	1
4099	chr10:6018053|6024354	1	1
4100	chr1:245216138|245226142	1	1
4101	chr2:207194129|207216903	0.00107789850751	1
4102	chr1:201317572|201322133	1	1
4103	chr17:74941901|74943344	0.00735373093367	1
4104	chr12:102821098|102822763	1	1
4105	chr2:8576911|8578711	1	1
4106	chr2:219598094|219601554	1	1
4107	chr20:47262288|47287284	1	1
4108	chr16:85075844|85079003	0.0164897628868	1
4109	chr16:2756334|2759047	0.000296109659684	1
4110	chr10:100245799|100253539	1	1
4111	chr22:24168447|24171995	1	1
4112	chr4:111810628|111813294	1	1
4113	chr13:105467007|105472685	0.00138077670095	1
4114	chr9:111527268|111530963	1	1
4115	chr22:20395333|20399690	1	1
4116	chr6:63646619|63680161	1	1
4117	chr7:140674611|140687241	1	1
4118	chr6:25862233|25868420	1	1
4119	chr5:115237858|115241606	0.0110615521273	1
4120	chr13:90079127|90106202	1	1
4121	chr12:103938340|103941706	1	1
4122	chr19:6421278|6422436	1	1
4123	chr15:40002713|40003314	1	1
4124	chr6:20124408|20131199	0.00591380618916	1
4125	chr18:62348168|62354534	1	1
4126	chr5:132378378|132387151	1	1
4127	chr12:49005306|49008599	0.000416949399366	1
4128	chr2:86254694|86264041	1	1
4129	chr2:165911327|165919433	1	1
4130	chr8:27909663|27922245	1	1
4131	chr5:98881975|98892713	1	1
4132	chr19:44142314|44144647	1	1
4133	chr11:134234897|134240155	1	1
4134	chr11:33750539|33751607	1	1
4135	chrX:101245017|101248599	1	1
4136	chrX:120366525|120375568	1	1
4137	chr2:81986196|81986579	0.946297129264	1
4138	chr3:123223559|123246014	1	1
4139	chr9:120776093|120793257	1	1
4140	chr3:33551252|33559385	1	1
4141	chr15:35937719|35940927	1	1
4142	chr14:75003551|75004900	1	1
4143	chr4:52610541|52631144	0.686181467273	1
4144	chr21:31135933|31147003	1	1
4145	chr5:113084101|113104355	1	1
4146	chr6:83239539|83346334	0.000760799721003	1
4147	chr19:2137011|2137807	1	1
4148	chr19:43608505|43614434	1	1
4149	chr19:49744231|49745396	1	1
4150	chr8:144471942|144472259	1	1
4151	chr13:113863575|113864015	1	1
4152	chr6:36507500|36521817	1.27807882055e-08	0.000155848931377867
4153	chr6:149217936|149218776	1	1
4154	chr8:131312556|131312748	1	1
4155	chr12:56285916|56286645	1	1
4156	chr11:94583448|94589232	1	1
4157	chr16:84318272|84319571	1	1
4158	chr9:128949189|128952846	0.0498550614641	1
4159	chr11:64807011|64808099	1	1
4160	chr7:92225720|92234923	0.000600076832014	1
4161	chr8:142775593|142776121	1	1
4162	chr20:61852754|61910607	1	1
4163	chr16:29798975|29799781	1	1
4164	chrX:17052382|17068471	1	1
4165	chr1:25903641|25904738	1	1
4166	chr6:110342245|110343943	1	1
4167	chr6:139255564|139270626	1	1
4168	chr18:8069686|8076564	1	1
4169	chrX:47627141|47629674	0.00035670668558	1
4170	chr10:133555981|133557918	1	1
4171	chr3:71015549|71112637	1	1
4172	chr16:29994648|29994843	1	1
4173	chr9:137040671|137041187	1	1
4174	chr2:86542252|86620469	0.0267236826104	1
4175	chr14:23470906|23475778	1	1
4176	chr2:27481046|27484266	1	1
4177	chr2:48713986|48725750	0.000372141017001	1
4178	chr16:89920590|89932679	0.865393643694	1
4179	chr16:53844155|53888951	1	1
4180	chr1:183565704|183567345	1	1
4181	chr19:18932924|18939049	0.0230203414647	1
4182	chr2:177094575|177164568	1	1
4183	chr11:2572846|2587692	1	1
4184	chr20:46068502|46070536	1	1
4185	chr2:135804767|135809993	1	1
4186	chr12:118036338|118043377	1	1
4187	chr10:49625473|49648607	1	1
4188	chr5:132266464|132271093	1	1
4189	chr8:23441569|23444606	1	1
4190	chr2:203955636|203956765	1	1
4191	chr9:33057598|33068934	1	1
4192	chr3:50572115|50577875	1	1
4193	chr1:168293144|168297785	1	1
4194	chr1:160813636|160816863	1	1
4195	chr19:2243382|2244615	1	1
4196	chr15:89888521|89889140	1	1
4197	chr8:86551046|86551234	1	1
4198	chr11:6390473|6393387	1	1
4199	chr1:15948291|15973125	1	1
4200	chr2:219029403|219035664	1	1
4201	chr5:21802167|21975385	1	1
4202	chr17:21298878|21313537	1	1
4203	chr11:57602035|57606213	0.0150631447414	1
4204	chr6:69718956|69748289	8.7089793447e-05	1
4205	chr12:72264482|72272162	1	1
4206	chr16:30759654|30760668	1	1
4207	chr16:4700970|4705253	1	1
4208	chr2:34819365|34822287	1	1
4209	chr5:34918364|34919883	1	1
4210	chr19:19121759|19132754	1	1
4211	chr11:50273669|50293634	1	1
4212	chr5:180620173|180622839	1	1
4213	chr11:102694967|102703118	1	1
4214	chr14:28729175|28729556	1	1
4215	chr9:132269615|132271808	1	1
4216	chr15:25508059|25516645	1	1
4217	chr9:86046470|86052591	1	1
4218	chr14:77407465|77414127	0.00614862962161	1
4219	chr9:96774788|96776245	1	1
4220	chr18:60641961|60643580	1	1
4221	chr19:19337170|19338939	1	1
4222	chr15:43376098|43376625	1	1
4223	chr15:55841934|55848575	1	1
4224	chr2:111975289|111997476	1	1
4225	chr17:43057052|43067695	1	1
4226	chr6:121321633|121334431	1	1
4227	chr4:70827852|70832450	1	1
4228	chr9:37832063|37956054	0.000385962357093	1
4229	chr3:126471973|126475865	1	1
4230	chr9:75127569|75133401	1	1
4231	chr4:15711807|15715799	1	1
4232	chr16:47260545|47428898	1	1
4233	chr1:56740697|56751203	1	1
4234	chr12:8125561|8135736	1	1
4235	chr2:25241562|25243982	1	1
4236	chr3:50343118|50345236	1	1
4237	chr19:32649682|32659045	1	1
4238	chr12:122216759|122224748	1	1
4239	chr8:132913047|132941542	1	1
4240	chr20:18525788|18535742	1	1
4241	chr17:18988247|19004169	1	1
4242	chr7:27629371|27632441	1	1
4243	chrX:24152720|24207475	1	1
4244	chrX:149536174|149538172	1	1
4245	chr6:160132232|160136650	1	1
4246	chr1:29018224|29053312	1	1
4247	chr17:51339607|51341311	1	1
4248	chr5:72297632|72314158	1	1
4249	chr9:33218365|33221108	1	1
4250	chr15:90931704|90932110	1	1
4251	chr9:117778090|117784493	1	1
4252	chrX:47657572|47657863	1	1
4253	chr17:10736605|10754362	0	0
4254	chr21:39898476|39926191	0.0034286333109	1
4255	chr2:135804767|135807396	4.70693813612e-05	0.570104347046854
4256	chr2:71564058|71574371	1	1
4257	chrX:36413915|36432407	1	1
4258	chr5:95541305|95541906	1	1
4259	chr7:75987923|75988148	1	1
4260	chr5:75656029|75666993	1	1
4261	chr6:35239752|35242320	1	1
4262	chrX:120276885|120285215	1	1
4263	chr7:5377371|5378024	1	1
4264	chr12:105133770|105142558	1	1
4265	chr1:43150761|43152931	1	1
4266	chr12:122975811|122976767	0.00271960133565	1
4267	chr8:91986887|92011091	1	1
4268	chr12:9518162|9532658	1	1
4269	chr16:64294080|64317681	1	1
4270	chr1:39741366|39743924	1	1
4271	chr3:16270945|16286448	0.755014612093	1
4272	chr19:37520184|37522647	1	1
4273	chr3:132682703|132683524	1	1
4274	chr22:44808307|44825593	1	1
4275	chr1:3425581|3426225	1	1
4276	chr5:139614586|139614774	1	1
4277	chr2:43822797|43831867	1	1
4278	chr6:36293061|36302469	1	1
4279	chr10:123770916|123799199	1	1
4280	chr8:142631506|142637217	1	1
4281	chr12:48834320|48835214	1	1
4282	chr7:17327759|17334114	0.000294253546397	1
4283	chr1:1544863|1564916	1	1
4284	chr2:25938235|25954385	1	1
4285	chr2:39190305|39225960	1	1
4286	chr18:76530384|76610974	0.00274255835758	1
4287	chr11:112270749|112293929	1	1
4288	chr5:27423501|27428213	7.25975983432e-05	0.87821314715769
4289	chr18:743260|748018	1	1
4290	chr4:148154551|148194862	1	1
4291	chr8:51845661|51861246	1	1
