circRNA_ID	Case1	Case2	Control1	Control2
chr20:33370499|33372697	0	8	0	0
chr11:67290078|67290446	0	0	0	2
chr9:135500998|135501973	0	0	0	8
chr5:140563752|140590991	0	0	0	5
chr7:45657727|45678063	2	0	0	0
chr1:14390686|14391578	0	0	0	6
chr17:72036239|72036591	2	0	2	0
chr17:10383132|10406277	0	0	6	0
chr11:101049929|101051568	0	0	4	0
chr12:3012170|3019170	0	0	2	0
chr10:126433576|126438261	0	0	8	0
chr9:105479354|105508715	0	0	3	0
chr17:74740768|74742295	0	6	0	0
chr7:94279329|94390746	0	2	0	0
chr11:111853380|111871489	0	0	9	0
chrX:108066936|108072832	0	7	0	0
chr13:102856052|102863103	0	2	0	0
chr2:172063711|172071070	0	7	0	0
chr8:30797581|30799648	0	0	0	4
chr12:108889469|108894367	0	0	3	0
chr19:53891674|53893391	0	2	0	0
chr19:33667767|33689391	0	0	6	0
chr11:17117491|17122813	1	5	0	0
chr11:114581725|114594769	7	0	0	0
chr19:38390055|38390479	3	0	0	0
chr7:100089615|100090949	0	0	0	4
chrX:73944584|73962801	0	0	7	0
chr5:173949960|173951938	0	3	0	0
chr3:135379781|135439864	0	6	0	0
chr3:121233616|121255112	0	0	0	8
chr6:137862816|137865372	0	6	0	0
chr16:48175258|48178686	0	2	0	0
chr17:16233971|16299978	0	0	0	5
chr1:225422077|225424089	0	0	0	7
chr18:61577028|61579456	0	0	4	0
chr8:41530184|41536446	0	0	0	5
chr1:92478588|92483046	2	0	0	0
chr16:30504175|30505300	0	0	0	6
chr17:67726460|67737972	2	0	0	0
chr22:50455016|50455582	9	0	0	0
chr12:57236593|57237335	9	0	0	0
chr4:3545095|3546348	0	0	0	7
chr6:24852575|24869147	6	0	0	0
chr4:9707639|9709651	5	0	0	0
chr1:197347340|197428001	0	10	0	0
chr6:25916969|25921412	0	0	0	4
chr1:46344801|46347075	0	0	0	7
chr7:100721558|100722048	0	0	7	0
chr19:49583207|49583952	0	0	3	0
chr22:38566590|38566736	7	0	0	0
chr19:55093153|55094435	0	0	0	7
chr16:71431421|71432723	4	0	0	8
chr1:154569462|154569836	0	4	0	0
chr4:57427305|57434884	0	0	5	0
chr20:55425871|55466940	0	0	0	3
chr9:96844890|96852005	0	0	7	0
chr22:29350035|29359959	0	8	0	0
chr20:49941561|49945488	0	2	0	0
chr10:95143236|95144418	0	4	0	5
chr7:112456914|112462179	0	0	0	4
chr10:69930043|69944178	0	2	0	0
chr10:113621869|113629785	0	0	4	0
chr14:103338735|103339803	0	5	0	0
chr9:124855634|124856600	0	0	7	0
chr3:47419328|47422536	0	4	0	0
chr16:30892586|30893290	0	0	0	5
chr10:69195188|69197083	3	0	0	0
chr7:115954586|115956793	0	0	7	0
chr7:29126329|29126939	2	7	0	0
chr12:120510017|120522363	3	0	2	0
chr12:95528807|95534326	0	9	0	0
chr14:84009485|84053533	0	0	0	8
chr10:90916171|90919268	3	0	0	0
chr14:77280021|77285632	0	0	10	0
chr17:6090321|6109766	0	0	0	5
chr1:87072934|87097935	0	0	4	0
chrX:18191001|18212680	4	0	0	0
chr10:15248639|15275947	0	0	0	8
chr7:32552229|32559464	0	0	9	0
chr5:153655819|153698154	0	11	0	0
chr9:111642839|111647259	0	6	0	0
chr4:121684677|121686372	6	0	2	0
chrX:70269356|70276281	3	0	0	0
chr2:229815099|229830839	7	0	0	0
chr17:1553004|1558559	0	0	6	0
chrX:9691579|9697429	0	0	0	6
chr1:114408677|114425723	0	4	0	0
chr19:52347707|52349235	4	0	2	0
chr3:57035088|57079265	0	0	4	0
chr2:27328844|27333784	0	0	8	0
chr11:45182861|45204778	6	0	0	0
chr16:67729938|67738035	0	9	0	0
chr6:35347067|35421958	2	0	0	0
chr3:51944390|51945644	0	0	0	11
chr16:55549277|55551102	6	0	0	0
chr1:168231834|168236624	0	0	0	4
chrX:115527627|115562530	0	5	0	0
chr14:74889277|74893424	0	0	0	5
chr1:94902121|94903524	0	0	3	0
chr1:228377489|228377712	0	5	0	0
chr17:45136108|45137830	0	2	0	0
chr8:127590706|127629946	0	0	0	7
chr5:144377743|144383138	3	4	0	2
chr3:31600360|31615203	0	5	0	0
chr6:116236966|116237639	0	8	0	0
chr19:40204485|40209219	4	0	0	0
chr13:23896821|23897226	0	0	0	4
chr6:43173847|43176667	8	2	0	0
chr15:58912563|58916999	0	5	0	0
chr14:103448919|103457212	0	0	0	2
chr16:72713333|72713989	3	0	0	5
chr3:150680773|150686021	5	3	0	4
chr6:127449822|127473391	0	0	2	0
chr18:54887995|54893056	7	0	0	2
chr20:30695753|30702853	0	0	7	0
chr3:50640366|50645785	0	0	4	0
chr12:114677580|114681146	9	0	0	0
chr15:89281765|89292864	0	0	0	6
chr9:132677977|132683693	0	3	0	0
chr6:167172144|167178542	0	0	0	4
chr1:109606308|109610507	0	0	5	0
chr22:24471768|24475153	2	0	0	0
chr11:8138272|8140193	0	0	5	0
chr9:120776093|120778545	0	3	0	0
chr4:88268741|88277243	0	0	0	3
chr17:41841823|41845743	0	0	0	6
chr19:39681433|39683763	4	1	0	0
chr5:53101359|53108643	4	0	0	0
chr2:33493054|33511842	2	0	0	0
chr1:201151761|201153959	0	6	0	3
chr17:59874539|59886230	0	0	2	0
chr22:21012527|21013184	5	5	0	3
chr1:40189055|40195764	0	0	9	0
chr12:8120908|8129362	0	7	0	0
chr15:58538333|58545975	0	0	0	3
chr17:75517009|75519047	0	13	2	0
chr20:13074349|13110217	12	0	0	0
chr5:73286487|73287682	0	3	0	0
chr12:5506565|5509832	0	0	10	0
chrY:8581649|8595452	13	0	0	0
chr19:38390299|38392114	0	0	0	4
chr5:60898276|60903716	6	0	0	0
chr2:76341553|76385352	0	0	0	3
chr2:218277935|218279353	0	0	0	6
chrX:70199812|70200459	0	0	4	4
chr11:121304340|121304493	0	0	0	5
chr8:17268856|17280155	0	0	4	0
chr9:88640511|88647660	0	0	5	0
chrX:24743230|24809930	2	0	0	0
chr18:9936110|9937066	0	0	0	6
chr11:67615071|67615842	3	0	0	0
chr6:122795677|122803833	0	8	0	0
chr1:206932986|206937751	0	9	0	0
chr20:41514805|41618375	0	3	0	0
chr3:57661446|57663716	0	6	0	0
chr13:41358810|41362159	0	0	4	0
chr4:48833401|48842689	0	3	0	0
chr7:138871157|138903736	0	0	0	6
chr11:44051653|44053506	6	0	0	0
chr9:121974009|122031856	0	0	0	12
chr8:33551344|33558771	4	0	2	5
chr6:160593958|160640848	2	0	0	0
chr12:101714504|101723326	0	0	8	0
chr1:158088327|158091556	0	3	0	0
chr19:3905434|3909617	0	4	0	0
chr11:74168344|74170998	5	0	0	0
chr1:114675877|114679708	0	4	0	0
chr17:4533243|4533853	0	3	0	0
chr17:74773576|74775707	0	5	0	0
chr9:127925867|127927208	0	0	0	2
chr9:101613376|101671107	0	0	6	0
chr22:45418036|45422408	2	0	0	0
chr2:27039047|27040198	0	0	5	0
chr1:26438168|26446432	3	0	0	0
chr7:104197725|104200958	0	0	2	0
chr1:206866299|206866636	0	2	0	0
chr1:161001285|161002613	0	0	5	0
chr1:157801461|157804111	0	4	0	0
chr11:107390074|107418287	3	3	0	0
chr19:430684|434865	0	5	0	0
chr15:84637347|84638477	3	0	0	0
chr3:48321025|48329274	0	0	0	3
chr2:53765377|53787610	0	0	5	0
chr1:16686639|16687522	0	7	8	0
chr8:128323952|128386965	0	2	0	0
chr2:151363943|151366217	0	10	0	1
chr17:48548375|48549946	0	0	0	6
chr8:94253036|94260512	5	0	0	1
chr6:52507553|52516122	0	6	0	10
chr7:85018252|85037033	0	0	3	0
chr16:67935420|67935697	4	0	0	1
chr17:76161535|76164795	0	6	0	0
chrX:13779818|13783521	5	4	0	4
chr1:178853594|178865802	0	0	0	3
chr13:87428098|87445130	0	4	0	0
chr6:47708224|47715177	0	2	0	8
chr4:64873346|64883916	0	5	3	5
chr2:156328404|156330791	0	0	0	4
chr1:165208063|165210776	0	0	3	0
chr16:89647203|89651646	8	0	0	0
chr20:32825925|32839856	8	0	0	0
chr13:45004311|45008879	0	0	7	0
chr19:58183921|58187042	4	0	0	0
chr15:98971036|99005656	0	0	0	3
chr3:115205241|115240372	0	6	0	0
chr7:9740954|9743302	0	0	4	0
chr8:143991878|143992373	0	0	2	0
chr2:69916121|69935465	0	6	0	0
chr4:109511957|109521626	0	5	0	0
chr10:7705108|7707233	0	0	2	2
chr10:45910549|45946911	0	0	2	0
chr19:45158663|45160221	0	5	5	13
chr9:97648008|97655764	0	0	0	3
chr8:33503429|33509932	5	0	0	0
chrX:105880199|105881779	0	2	0	0
chr10:63598024|63599283	0	0	6	0
chr1:98953070|98956741	0	0	0	4
chr6:87500508|87501310	0	3	0	0
chr1:54054381|54068897	5	0	0	0
chr1:37616484|37632353	5	0	0	0
chr16:25246707|25255392	0	0	4	0
chr9:133643413|133651777	0	0	10	0
chr1:54012143|54017427	0	0	0	5
chr5:102665825|102669606	5	3	0	3
chr16:4203166|4204634	0	4	4	0
chr7:128754529|128759037	4	0	0	0
chr13:21225979|21232626	0	4	0	0
chr1:42399404|42404597	0	7	0	0
chr19:8512387|8513341	0	0	0	13
chr1:169309970|169324500	0	7	0	0
chrY:12779526|12790532	0	0	7	0
chr18:64874981|64909574	4	0	0	0
chr17:19281955|19313279	2	0	0	0
chr4:25144774|25155151	0	2	0	0
chr9:33034216|33036257	4	0	0	0
chr3:169102060|169121209	6	0	0	2
chr4:87372709|87382362	0	0	0	5
chr4:21315276|21345401	0	0	0	5
chr18:63556142|63564120	0	7	0	0
chr3:12736578|12736835	0	0	1	4
chr12:119236624|119237016	0	7	0	5
chr3:130681491|130684381	0	3	0	0
chr12:133041100|133048081	0	0	4	0
chr4:99908711|99927838	0	0	0	9
chr11:74930300|74937068	0	0	3	0
chr12:57012378|57013671	2	0	0	0
chr1:165213641|165353262	0	0	0	8
chr8:65180198|65182855	0	7	6	0
chrX:100635178|100637104	0	7	0	0
chr11:74246076|74247123	0	0	2	0
chr2:222232078|222295657	6	0	0	0
chr19:52307392|52325895	0	4	0	0
chr7:100430615|100433137	0	4	0	0
chrX:29919949|29941794	0	10	0	0
chr11:121036505|121053732	0	4	0	0
chr19:48832666|48834358	0	3	0	0
chr3:122463942|122467429	0	0	2	0
chr12:55999333|56002271	3	0	0	0
chr5:177460644|177466835	0	0	4	0
chr10:6216706|6220865	0	11	0	0
chr2:74314945|74342534	0	6	0	0
chr10:69936756|69945724	0	0	6	0
chr5:74746105|74751493	2	4	0	0
chr6:55774049|55794427	0	8	0	8
chr19:18786532|18788750	0	0	8	0
chr11:20048728|20062359	3	0	0	0
chr13:113826996|113828711	0	0	0	5
chr8:80687226|80694308	0	0	11	0
chr4:188140528|188142482	0	10	0	0
chr1:154058565|154089594	0	4	0	0
chr1:21236746|21257590	0	0	7	0
chrX:53538337|53546825	0	0	3	0
chr17:72083906|72114400	0	0	4	0
chr17:10404330|10409164	5	6	14	0
chr9:19063008|19063580	3	0	0	0
chrX:45321506|45323388	0	0	5	3
chr3:70972555|70977042	6	0	0	0
chr4:44710953|44722242	0	3	0	0
chr1:37695910|37701818	0	0	0	6
chr6:52273742|52277688	2	0	0	0
chr12:87989264|87996646	0	0	0	8
chr1:156596387|156599104	0	0	8	0
chr5:157104666|157106962	0	0	4	0
chr2:201872278|201880167	0	0	0	6
chr1:150983975|150986415	1	1	8	0
chr21:43969118|43971490	0	0	0	8
chr12:67091547|67094857	0	0	2	0
chr15:73990351|73992251	0	0	0	4
chr9:32485175|32491420	0	3	0	0
chr2:3193999|3354633	4	0	0	0
chr6:46625418|46636482	2	0	6	0
chr2:85847382|85861292	4	0	0	0
chr4:54733070|54736820	0	0	8	0
chr2:115144247|115145027	0	7	9	5
chr18:62106789|62138298	3	0	0	0
chr15:57253262|57263274	0	0	0	7
chr2:200754794|200761981	0	0	2	0
chr7:123129383|123168422	4	0	0	0
chr12:6750713|6752054	0	4	0	0
chr19:44144557|44148897	0	4	0	0
chr6:49823936|49824782	0	0	0	9
chr17:76018446|76021781	0	0	9	0
chr2:85599891|85601482	0	9	0	0
chr4:185144764|185145899	9	0	0	0
chr6:118565529|118632611	0	3	0	0
chr22:44786457|44808438	0	0	0	2
chr14:47035011|47131846	0	8	0	0
chr10:95911301|95922076	0	6	0	0
chr2:27501135|27506885	0	0	2	0
chr16:76467352|76495066	4	0	0	0
chr1:203287066|203288250	1	0	5	0
chr13:51026702|51034159	6	0	0	0
chr20:24064452|24133649	0	0	1	4
chr9:136447569|136451408	0	0	3	0
chr4:119525549|119553746	0	0	5	0
chr3:37066224|37075116	0	2	0	0
chr10:17981312|17993291	0	2	0	0
chr2:222232078|222294301	0	7	0	0
chr22:41164053|41166666	0	0	0	6
chr9:3012924|3014177	0	0	0	4
chr4:103086480|103095281	0	2	0	0
chr6:44140252|44148650	0	0	0	6
chr21:33276596|33279918	9	0	0	0
chr15:78264757|78274408	0	0	0	5
chr7:72106151|72278810	0	6	0	0
chr19:56205787|56207262	0	0	0	4
chr19:50416610|50419973	0	4	0	1
chr3:9436068|9443417	0	3	0	0
chr4:1823644|1834982	0	0	7	0
chr18:36215516|36220217	0	0	0	3
chr7:142004390|142005657	0	4	0	0
chr1:13607173|13610516	0	0	0	3
chr21:41823318|41836207	0	7	0	0
chr9:98130955|98134955	3	0	0	7
chr1:41482466|41483801	0	0	3	0
chr6:35814546|35819463	7	0	0	0
chr17:19386310|19386838	0	0	0	9
chr1:161040814|161041411	0	0	6	1
chr16:69646517|69655799	0	0	0	13
chrX:149496346|149498307	0	0	0	6
chr6:118266995|118275615	0	0	0	7
chr10:72066902|72068301	5	0	0	0
chr15:90956612|90957725	4	0	0	0
chr11:67999173|68003798	7	0	0	0
chr14:65015625|65027781	0	0	5	0
chr8:132559974|132561577	0	0	5	0
chr17:50139429|50143718	0	0	10	0
chr2:98897377|98912985	0	7	0	0
chr5:95652137|95653214	5	0	0	0
chr12:49543275|49549640	0	0	0	6
chr1:34884978|34899741	0	0	3	7
chr1:38851615|38855907	0	9	0	0
chr17:59163599|59169880	0	0	3	0
chr2:223912253|223918010	0	0	2	0
chr19:8319301|8320906	0	0	3	0
chr5:172888699|172924109	0	0	3	0
chr16:35376506|35378813	2	0	7	0
chr9:33318731|33338589	0	0	6	0
chr11:116760735|116765446	4	0	0	0
chr8:58416850|58433243	0	0	0	5
chr10:97578240|97581414	7	0	0	2
chr17:59091300|59104394	4	0	0	0
chr19:35141132|35142771	0	0	4	0
chr14:21312433|21325070	0	2	0	8
chr6:137874845|137879351	0	12	0	0
chr22:37232801|37241658	0	0	7	0
chr1:182666872|182671730	0	2	0	0
chr15:45175219|45178306	8	10	0	1
chr3:81593908|81648991	8	1	6	0
chr19:3522956|3525993	0	0	9	0
chr11:3639642|3641864	0	0	0	3
chr9:85621202|85657643	0	0	7	0
chr13:41554178|41558839	6	0	0	0
chr6:35455747|35457984	5	0	0	0
chr6:46809420|46826503	0	0	0	12
chr20:18328893|18347542	6	0	0	0
chr19:12880802|12881152	0	0	6	2
chr9:130219725|130222738	0	0	3	0
chr6:39891634|39898937	4	0	0	0
chr4:37638447|37649500	8	6	0	0
chr16:70161444|70161893	0	6	0	0
chr8:85123413|85129379	0	5	0	0
chr17:45273503|45284949	0	0	8	0
chr22:17189942|17207290	11	0	5	0
chr20:35279942|35284261	0	0	7	0
chr6:24412222|24418236	0	0	7	0
chr11:57599879|57606213	0	0	8	0
chr21:43967946|43969279	4	0	0	0
chr2:84549889|84573587	0	0	6	0
chr19:49882242|49883745	0	8	0	0
chr2:182205940|182231131	0	2	0	0
chr16:3137166|3138541	3	0	3	0
chr10:99526623|99531177	0	0	9	0
chr12:116766814|116779348	0	0	0	4
chr6:164805696|164815236	0	0	4	0
chr22:49787390|49798686	0	0	0	3
chr8:120199402|120208361	9	0	0	0
chr17:4296717|4307123	0	0	4	0
chr7:74239938|74249780	0	0	11	0
chr17:13002274|13005979	0	2	0	0
chr8:74628801|74632502	3	0	5	0
chrX:152646948|152649333	0	0	0	7
chr5:131479513|131504778	1	1	4	0
chr8:90017124|90018966	0	0	4	0
chr11:230452|233534	3	0	0	0
chr1:150150912|150156206	8	0	0	3
chr17:75762704|75763149	10	0	0	0
chr18:9182382|9195698	0	0	0	2
chr7:143359326|143360149	0	0	6	0
chr5:81437430|81440636	0	0	0	4
chr9:75117504|75133401	0	0	0	3
chr16:70038905|70042416	0	0	0	3
chr4:38988851|38998909	0	0	3	0
chr3:58310290|58316591	0	7	0	0
chr22:33726116|33737783	0	4	0	0
chr3:170906989|170907841	0	0	7	6
chr1:72557919|72583192	5	0	0	0
chr19:1090087|1094078	0	7	7	0
chr3:101853091|101855208	0	0	10	0
chr10:24595117|24596882	0	0	0	6
chr4:182914923|182915575	0	0	2	0
chr15:76932361|76943871	0	6	0	0
chr12:197377|200783	0	3	0	0
chr1:205842676|205844897	3	0	0	0
chr16:55482909|55484164	7	0	0	0
chr16:69347788|69349651	0	2	0	0
chr19:34929884|34931993	0	4	4	8
chr4:109835366|109836160	7	0	5	0
chr12:55694615|55697277	0	0	0	8
chr9:134025486|134026090	0	6	0	0
chr11:104890374|104897468	0	4	0	0
chr7:128890343|128892607	4	0	0	0
chr4:139666016|139703536	0	10	0	0
chr15:56668823|56689470	0	5	0	0
chr7:72802400|72826985	0	0	10	0
chr4:153587742|153596385	4	0	0	0
chr6:106602874|106621493	0	0	0	3
chr3:121922220|121924383	0	4	0	0
chr1:242177729|242178365	0	0	3	0
chr2:108293647|108294354	6	0	0	4
chr14:100663369|100667531	0	0	9	0
chr5:140342635|140346084	0	7	0	0
chr17:9676746|9693230	9	0	0	0
chr10:71288568|71292554	0	0	9	0
chr5:95512477|95514923	0	9	0	0
chr1:54255597|54258149	0	0	0	5
chr8:33610759|33796436	0	11	0	0
chr18:36144939|36156654	0	0	4	0
chr12:113093162|113094099	0	0	9	0
chr12:51817947|51823570	3	0	0	3
chr2:71071686|71072751	0	5	0	0
chr2:73901276|73909139	0	0	14	0
chr18:3116331|3134824	0	0	14	0
chr19:45634322|45638634	0	4	0	0
chr3:131329966|131330867	6	0	0	0
chr22:24627852|24628193	0	5	0	0
chr16:27681194|27685383	6	0	0	4
chr16:66826523|66828142	6	0	0	0
chr11:64905742|64907664	0	0	9	0
chr7:99403398|99404953	2	0	7	0
chr15:77464240|77471814	0	8	0	0
chr12:124957029|124967218	0	0	0	10
chr17:60226039|60269557	0	0	0	4
chr19:18921843|18924308	3	0	0	0
chr14:94962238|94962780	0	0	0	5
chr5:132207708|132214053	0	4	0	0
chr8:23291361|23293373	0	0	0	3
chr2:147896301|147898330	0	0	5	0
chr7:74536167|74545809	2	0	0	0
chr12:92737378|92745591	14	3	0	0
chr6:7181124|7189322	0	0	0	4
chr18:905386|907790	0	0	0	2
chr17:5209750|5214209	4	0	0	2
chr8:125007391|125011632	0	0	9	0
chr3:125497341|125504744	0	10	0	0
chrX:24179183|24207855	0	0	0	5
chr3:74302690|74486631	0	0	9	0
chr11:8230291|8263388	0	0	4	0
chr1:21238134|21256138	2	0	0	0
chr12:9922066|9926343	0	5	0	0
chr3:58197821|58204881	0	0	0	6
chrX:3076548|3089632	2	10	5	4
chr8:23201808|23212212	0	4	0	0
chrX:19351260|19355504	4	0	0	0
chr1:180806474|180835045	4	0	0	0
chrX:100593895|100597657	0	0	0	4
chr18:35480453|35487439	0	0	0	3
chr12:88160114|88172745	0	0	8	0
chr22:37688312|37688992	6	0	2	0
chr10:29569255|29686651	0	0	7	0
chr6:122577025|122619628	4	0	0	4
chr15:40253178|40263919	0	0	4	0
chr19:51367886|51368587	0	0	0	7
chr2:233499879|233510135	3	0	0	0
chr4:144085202|144103514	0	8	0	0
chr4:67575385|67583702	4	0	5	0
chr7:150719042|150720406	0	2	7	0
chrX:57331598|57381029	1	7	0	9
chr10:73425811|73427768	0	0	3	0
chr18:74576869|74578327	0	0	3	0
chr4:81140533|81152054	6	0	0	0
chr2:74458832|74459745	0	0	0	7
chr7:94311138|94312484	0	3	2	2
chr6:143886032|143898691	2	0	0	0
chr4:77159367|77160971	8	0	0	0
chr14:22462932|22463839	0	6	1	4
chr1:156592101|156592670	0	0	5	0
chr19:37586668|37594319	0	0	0	7
chr19:15119166|15123243	0	0	0	10
chr11:62663236|62664973	0	0	4	4
chr1:12579293|12580666	0	5	0	5
chr4:108070663|108075477	0	0	0	9
chrX:48257222|48258631	0	0	5	0
chr3:182961226|182965753	0	6	0	0
chr4:155353179|155368812	0	0	0	3
chr1:209603214|209607933	10	0	0	0
chr1:151566163|151575005	0	0	3	0
chr16:67200657|67201873	0	0	7	0
chr6:637701|657250	6	0	0	0
chr22:24324220|24338477	0	0	3	0
chr5:122403793|122432082	2	0	0	0
chr19:8333014|8334419	2	0	0	0
chr4:87834703|87838685	0	0	0	6
chr3:46755410|46756198	0	0	0	6
chr3:74301398|74365702	0	0	0	7
chrX:66027449|66028112	0	0	2	0
chr5:140694185|140697070	0	0	0	5
chr7:30362400|30366295	0	5	0	0
chr4:89911944|89936798	0	0	8	0
chr2:68158380|68161362	0	5	7	0
chr3:194204819|194211350	0	0	4	0
chr10:60780141|60785787	3	0	0	0
chr19:35009888|35021605	0	5	0	0
chr12:95485879|95496098	5	0	0	0
chr7:149552801|149621172	0	12	0	0
chr8:123347092|123359336	0	0	4	1
chr7:8232590|8236005	5	0	0	0
chr16:86269004|86275822	7	0	0	0
chr21:36372374|36382155	0	0	5	0
chr11:66000053|66000481	0	2	0	0
chr15:59202326|59214720	0	7	0	0
chr17:29609086|29611643	0	0	0	6
chr12:49066476|49066701	0	0	5	0
chr1:162655211|162705131	0	4	0	0
chr2:75687827|75694427	9	0	0	0
chrY:20729923|20734150	0	4	0	0
chr21:36896860|36938994	0	3	0	0
chr19:49895815|49904321	0	0	2	0
chr1:40479333|40481854	0	6	0	2
chr8:74004796|74010129	0	5	6	0
chr10:73803893|73804869	4	0	0	0
chr3:97479294|97610854	0	0	0	12
chr3:169921214|169927181	0	0	0	2
chr12:30723259|30731510	0	0	0	4
chr9:36227248|36236984	4	0	0	0
chr19:11648358|11650417	4	5	0	0
chr7:140355668|140364491	3	0	0	0
chr19:48303650|48311666	5	4	0	0
chr2:11221198|11227398	0	6	0	0
chr1:1703476|1704146	0	0	0	4
chr13:50068097|50071629	0	0	0	6
chr19:49019647|49020109	0	5	0	0
chr17:76002248|76002418	0	0	0	4
chr2:48698615|48723533	4	0	0	7
chr18:9814020|9815222	0	2	0	0
chr14:77822435|77900674	0	8	0	9
chr17:30858161|30869646	0	0	0	9
chr15:72007826|72021017	0	2	0	0
chrX:55001546|55003108	2	0	0	0
chr4:59787524|59792114	4	1	0	0
chr12:10715694|10718121	4	0	0	0
chr1:3976882|3995691	9	0	0	0
chr3:128978045|128988918	0	0	0	3
chr22:38982406|38986091	7	0	0	0
chr16:87902425|87926945	0	0	7	0
chr19:7482033|7486026	0	4	0	0
chr14:60282684|60285741	0	7	0	0
chr8:15901056|15965440	7	0	0	0
chr21:44935627|44937682	0	0	5	0
chr2:74874266|74881859	0	0	0	10
chr19:3150131|3151835	0	0	0	4
chr20:38426419|38434626	0	0	2	0
chr2:232482418|232483514	0	0	2	0
chr9:122214283|122227030	3	0	0	0
chr20:46356574|46357773	2	0	0	0
chr14:103794577|103797518	0	0	0	5
chr6:150876090|150877826	0	0	5	0
chr10:100381216|100395229	0	0	0	8
chr2:74490244|74491375	5	0	0	0
chr1:171710760|171738463	0	4	0	0
chr21:44126011|44127693	0	0	4	0
chr2:232456899|232457867	0	2	8	7
chrX:130137078|130147623	0	0	4	0
chr17:39929108|39934724	0	2	0	0
chr3:122961140|123027233	0	0	2	0
chr2:33481183|33511842	0	0	0	4
chr19:2109873|2110224	0	0	0	8
chr6:41502479|41502973	0	5	0	0
chr7:89469603|89475043	5	0	0	0
chr2:215030153|215035833	2	0	0	0
chr15:93906172|93946755	0	4	0	0
chr8:116856646|116861940	0	0	10	0
chr2:200731031|200732539	0	5	0	0
chr2:219174988|219176847	0	0	8	0
chr5:177041126|177041870	0	0	2	0
chr22:50768760|50777981	0	0	8	0
chr6:2625104|2630520	5	0	0	0
chr19:43486609|43486870	0	2	0	0
chr10:100167348|100178194	1	0	0	4
chr1:100107374|100110483	0	0	10	0
chr17:15545785|15555364	3	0	0	0
chr2:32192336|32197392	0	0	6	0
chr5:151679220|151679756	0	0	0	5
chr12:100380701|100402479	0	9	0	0
chr11:113823605|113830943	2	0	0	0
chr7:140679155|140681137	0	3	0	0
chr8:53421066|53422835	0	6	0	0
chr12:120791469|120810886	2	0	0	0
chr4:70950700|70970024	0	0	6	0
chr12:110016388|110021301	0	0	0	6
chr15:37935257|37936970	0	0	0	4
chr20:35542323|35542600	0	0	6	0
chr9:72197462|72213991	0	0	3	0
chr10:110881233|110883097	0	0	0	7
chr2:234058836|234067274	0	6	0	0
chr5:150755531|150756487	0	3	0	0
chr3:193483936|193492997	0	0	3	0
chr4:41794205|41795214	6	6	2	0
chr2:54616207|54621512	5	0	0	0
chr16:67435628|67436142	4	0	0	0
chr19:1615285|1615821	0	0	5	0
chr19:11604210|11614653	0	0	4	0
chr2:56082369|56170195	0	0	4	0
chrX:20176434|20193593	0	0	9	0
chr1:90005003|90017464	0	0	0	6
chr6:79924952|79926381	0	2	4	0
chr4:109752468|109760380	0	0	2	0
chr16:766668|767470	0	0	0	5
chr7:107959249|107963063	0	0	2	0
chr11:102753387|102753855	0	0	6	0
chr1:19284686|19285992	0	0	0	3
chr5:65708489|65713064	0	7	0	0
chr3:119235145|119237070	0	0	7	0
chr9:127751172|127761650	0	5	0	0
chr22:45205793|45212107	0	0	0	3
chr1:225921208|225923771	0	5	9	0
chr13:47968595|47988981	0	8	0	0
chr17:6998953|7001811	6	0	0	0
chr17:28584150|28613688	0	0	0	2
chr11:68929183|68933123	0	0	0	2
chr22:46097926|46098558	0	1	2	0
chr2:202907865|202925468	0	0	9	0
chr7:74238923|74243246	0	4	0	0
chr1:176945926|176965237	0	0	2	0
chr1:224954959|224960302	0	0	0	5
chr17:27301788|27303635	0	0	0	7
chr1:160351696|160352991	6	0	0	0
chr9:136806385|136807202	0	3	2	5
chr1:27287674|27294629	0	5	0	0
chr2:204091343|204102272	0	3	0	1
chr1:234646289|234655464	0	0	5	0
chr9:135588593|135589484	6	5	0	0
chr1:43792102|43894477	0	0	5	0
chr20:64091966|64092953	0	7	0	0
chr7:35240879|35250203	0	4	0	0
chr10:102365397|102366506	0	3	0	0
chr1:15476457|15482393	0	4	6	0
chr12:7652438|7654632	3	0	0	0
chr10:52975740|53022960	4	0	0	0
chr9:90864589|90874849	0	0	4	0
chr1:110012362|110017583	0	0	6	0
chr22:25110958|25112423	1	0	2	0
chr6:1726416|1742586	0	4	0	0
chr3:160401915|160412084	0	4	0	0
chr1:71070827|71076877	0	0	0	11
chr19:19266490|19269769	0	0	0	2
chr10:88828559|88832026	0	6	0	0
chr11:11167823|11169198	6	0	0	0
chr16:2520984|2528148	0	6	0	0
chr21:31702244|31705467	2	0	0	0
chr8:98123336|98127762	5	0	0	0
chr13:36360654|36365604	0	0	0	4
chr15:78016546|78025497	0	7	2	0
chr16:75533089|75542683	0	4	0	0
chr14:50901829|50903467	4	0	0	0
chr12:51049034|51053860	0	3	0	0
chr6:7297923|7301572	0	6	0	0
chr2:37198494|37201092	2	0	0	0
chr16:52238342|52240243	7	0	0	0
chr13:80052226|80073445	0	0	0	5
chr6:79829663|79833372	0	8	0	0
chr5:90405685|90407834	8	3	1	0
chr22:39141371|39149832	0	0	4	4
chr22:30103437|30112522	0	0	0	2
chr19:40380323|40384139	4	0	0	4
chr18:69895701|69947069	11	0	0	0
chr20:62466426|62475542	3	0	0	0
chr4:146113947|146117527	3	0	0	0
chr20:62415578|62416872	0	0	0	2
