circRNA_ID	PValue	FDR
479	chr9:133544470|133555930;ENSG00000197859.11	1	1
480	chr9:11640733|11784659;ENSG00000285784.1	1	1
481	chr9:127914656|127916494;ENSG00000136840.19	1	1
482	chr9:135945889|135953753;ENSG00000130560.9	1	1
483	chr9:135945889|135946371;ENSG00000130560.9	1	1
484	chr9:128428302|128428833;ENSG00000167123.20	1	1
485	chr9:74782679|74800482;ENSG00000119121.22	1	1
486	chr9:133104263|133108406;ENSG00000285245.1	1	1
487	chr9:133105932|133109721;ENSG00000285245.1	1	1
488	chr9:92509899|92522893;ENSG00000106823.13	1	1
489	chr9:17761437|17789550;ENSG00000107295.10	1	1
490	chr9:34381369|34385781;ENSG00000164972.14	1	1
491	chr9:34380897|34381444;ENSG00000164972.14	1	1
492	chr9:136755412|136757168;ENSG00000204001.10	1	1
493	chr9:3546778|3568889;ENSG00000232104.4	1	1
494	chr9:3671474|3674648;ENSG00000232104.4	1	1
495	chr9:108899822|108903669;ENSG00000070061.16	1	1
496	chr9:98060782|98077017;ENSG00000095380.11	1	1
497	chr9:5431897|5436694;ENSG00000107020.10	1	1
498	chr9:105604215|105620061;ENSG00000106692.15	1	1
499	chr9:135561758|135565514;ENSG00000122133.17	1	1
500	chr9:126615383|126693601;ENSG00000136944.19	1	1
501	chr9:126690836|126693323;ENSG00000136944.19	1	1
502	chr9:136791947|136792358;ENSG00000272896.1	1	1
503	chr9:96097352|96100051;ENSG00000237212.2	1	1
504	chr9:134045293|134051709;ENSG00000169925.17	1	1
505	chr9:87970776|87974074;ENSG00000156345.18	1	1
506	chr9:66182326|66184776;ENSG00000284611.1	1	1
507	chr9:96246556|96252910;ENSG00000285269.2	1	1
508	chr9:96298416|96321341;ENSG00000285269.2	1	1
509	chr9:95240649|95247516;ENSG00000158169.14	1	1
510	chr9:137430784|137433074;ENSG00000188747.9	1	1
511	chr9:137430784|137433864;ENSG00000188747.9	1	1
512	chr9:34623425|34628086;ENSG00000205143.5	1	1
513	chr9:34623864|34628086;ENSG00000205143.5	1	1
514	chr9:92323236|92323503;ENSG00000198000.12	1	1
515	chr9:92323441|92324209;ENSG00000198000.12	1	1
516	chr9:92321668|92323503;ENSG00000198000.12	1	1
517	chr9:38571122|38575698;ENSG00000283486.2	1	1
518	chr9:27185485|27203119;ENSG00000120156.22	1	1
519	chr9:96351103|96364550;ENSG00000130958.13	1	1
520	chr9:87727594|87728809;ENSG00000135047.16	1	1
521	chr9:87727594|87728396;ENSG00000135047.16	1	1
522	chr9:92882567|92884000;ENSG00000226668.5	1	1
523	chr9:125203008|125213522;ENSG00000136933.17	1	1
524	chr9:125203008|125220397;ENSG00000136933.17	1	1
525	chr9:126965844|126977745;ENSG00000136828.19	1	1
526	chr9:126962225|126965951;ENSG00000136828.19	1	1
527	chr9:94558720|94587469;ENSG00000130957.5	1	1
528	chr9:94567270|94587469;ENSG00000130957.5	1	1
529	chr9:35106252|35106891;ENSG00000005238.20	1	1
